10387,13517,4276,574,3524
8919,5729,2020,95,7726
5749,12037,12566,13522,5320
1794,4490,2972,10614,765
1794,4490,2972,10614,765
11316,4618,5398,501,2351
13024,10454,14003,6126,4102
10916,2830,9147,8653,200
12025,126,13519,14274,12506
11531,3682,10826,11992,9160
1652,12812,8716,198,1543
5601,4669,7968,5276,447
2695,2929,11927,10570,162
8163,7887,5876,11534,2853
13749,11967,1492,10655,12566
13938,12258,11003,7753,6075
5957,11801,7507,1160,5263
1823,3461,11726,9345,6764
9427,447,11258,8581,12812
9427,447,11258,8581,12812
13936,11952,726,11060,8723
10183,10932,9397,13461,8775
3105,6616,1114,2942,447
6888,7285,92,14107,11229
6888,7285,92,14107,11229
6108,10167,710,8522,2866
3887,12438,3219,12020,6169
10646,7730,13847,1704,5394
13589,14289,1664,2615,6776
6382,8323,9431,13782,2932
4112,13609,13079,5884,6777
11205,3094,2340,13469,1060
864,9038,6312,3687,1621
488,3012,6176,10042,7494
488,3012,6176,10042,7494
4299,1083,1497,11267,2341
12225,12970,3101,9358,9840
12225,12970,3101,9358,9840
12225,7403,2144,2331,5729
1007,3595,3549,13712,11640
5415,5073,422,8182,10976
14098,588,4814,5749,8996
2660,10018,12643,5700,3102
3134,8086,7796,4669,8284
3134,8086,7796,4669,8284
5957,8014,6414,12944,8206
12676,4784,10051,5992,9447
739,12758,6320,7913,13321
1612,5043,3484,8270,888
9923,5301,217,4879,4618
3049,540,1472,11935,9262
273,7926,4618,12341,8585
12243,949,5604,12062,323
1014,9001,8352,11333,4599
9476,6169,9077,8061,5933
11258,1976,6910,7604,12667
6159,5070,3877,3355,9820
6084,11286,2363,6406,9998
8008,7922,6634,13261,3597
8445,6448,1492,8979,12419
4851,11699,9298,5746,4237
12236,6312,6202,864,5641
3023,10886,14338,4879,2587
12663,5140,9468,5276,9816
12881,4780,9862,6627,1920
9812,4821,12475,3587,365
1500,2766,8271,5955,10520
13501,6442,11445,441,1844
8300,8541,6312,9639,5171
7528,8957,12632,8003,11267
6784,14133,13258,13302,10548
13296,9447,11605,4784,4224
12573,4390,11453,7526,10598
822,14133,4630,350,5371
4602,8447,210,1753,12576
4602,8447,210,1753,12576
8652,13005,13109,10945,9192
14399,107,9549,10349,13982
8362,390,4282,6325,6113
2058,6379,2640,3546,9316
9086,3897,9451,7734,704
5885,8649,3126,12968,2022
4142,2341,5661,3159,6055
10376,7922,4835,10862,4209
10941,8226,474,1974,489
596,7975,4886,10836,2631
9626,2338,4973,4479,4110
12586,9373,1984,12676,8121
9449,7211,3780,10632,14095
9449,6316,3097,3910,10016
9630,11041,7042,6425,7790
6293,1664,6776,13467,1704
8010,115,7803,7229,12185
9265,5070,6776,9327,6567
3656,9001,4188,6069,3677
3656,9001,4188,6069,3677
4824,11789,2482,5530,11696
11789,6231,10701,11556,8857
528,5049,1083,5345,2341
13217,12109,13101,3731,3819
3082,7119,6932,6929,12608
13527,4428,12061,1640,14256
4415,6910,13279,11258,2380
5562,12167,12710,3701,888
8092,2383,9611,14094,11089
11908,7657,351,11036,12083
13998,4390,10548,2205,9604
11242,6775,12966,10316,9120
9183,8818,5494,12513,7526
9621,4209,9683,3420,12805
5957,14254,12944,3739,4931
10675,278,1818,11339,5463
10078,12989,13866,7018,12822
4343,11222,5279,6678,8335
14093,6084,9018,7464,310
11532,13609,13009,5809,2717
8860,198,897,4,6616
1206,831,5934,13901,13187
11510,11039,10166,4671,11884
1621,287,9077,11384,5613
5558,8025,11257,2432,13294
3168,14147,5394,1704,2205
3550,387,10768,6917,10554
14115,490,9096,4173,4468
5916,6690,9147,2062,3791
2141,10711,6430,13321,11
13553,6534,6301,7679,9121
528,5049,5661,12129,6289
1759,2117,9343,14120,1914
7203,1984,1217,12120,12790
7203,1984,1217,12120,12790
249,10865,13646,10735,2150
8115,7526,6875,12130,11462
5132,14276,2064,12098,2678
3273,9605,9391,2382,6038
4785,5829,10263,8319,11826
297,2535,8621,61,8213
9231,4112,4895,2613,8020
5625,6890,11777,9802,8830
6379,2465,9483,8284,8655
11658,13294,6554,7730,9780
11641,11223,9247,2436,6194
601,1372,350,1015,9502
601,4390,350,3259,7730
14031,8367,8581,9427,11610
14031,688,9534,1009,1220
1882,11461,8425,3314,278
7047,2335,10277,12846,12136
538,13547,5371,9892,12513
538,13547,5371,9892,12513
