0	0 8	0 11.3932 6516 14.1972 12820 14.3801 13833 14.4689 9184 14.6726 
1	1 224	1 12.3631 8789 12.8816 7978 13.2087 11104 13.3117 8524 13.3227 
2	4 3	4 12.3104 2281 13.889 4880 14.3282 11109 14.4789 2447 14.5273 
3	4 189	11194 10.8022 5530 11.2464 3279 11.4664 6789 11.5018 4824 11.7985 
4	7 47	9346 11.2302 2755 11.4529 5882 11.5617 8462 11.5753 1421 11.6211 
5	7 47	9346 11.2302 2755 11.4529 5882 11.5617 8462 11.5753 1421 11.6211 
6	7 47	9346 11.2302 2755 11.4529 5882 11.5617 8462 11.5753 1421 11.6211 
7	7 129	1230 9.91834 6731 9.95452 9686 9.98334 13909 10.1792 3795 10.5496 
8	7 158	7 4.74321 3757 13.8343 11577 13.8468 8356 13.9233 3530 13.979 
9	8 56	8 12.2836 9359 13.4991 6310 13.5028 5554 13.5397 4586 13.5698 
10	9 2	13634 11.5314 8181 11.5382 13647 11.6017 8957 11.9395 9155 12.4739 
11	9 136	3358 11.9255 9 11.9775 13812 12.16 5615 12.1624 3951 12.2192 
12	10 92	10 10.28 12380 11.6259 1836 11.7922 750 11.8549 5616 11.9395 
13	10 92	10 10.28 12380 11.6259 1836 11.7922 750 11.8549 5616 11.9395 
14	10 92	10 10.28 12380 11.6259 1836 11.7922 750 11.8549 5616 11.9395 
15	10 213	10 10.3884 10051 11.657 7421 11.6858 3550 11.7013 4399 11.7403 
16	10 213	10 10.3884 10051 11.657 7421 11.6858 3550 11.7013 4399 11.7403 
17	10 213	10 10.3884 10051 11.657 7421 11.6858 3550 11.7013 4399 11.7403 
18	11 93	11 11.7226 8271 13.7128 2281 14.1356 4 14.1872 978 14.1919 
19	13 47	13 12.2427 9646 12.2651 11035 12.3401 2937 12.364 1605 12.439 
20	13 136	1127 10.9072 3472 10.9568 5615 11.0355 2639 11.1311 3352 11.199 
21	13 220	13 11.839 9686 13.1361 6428 13.3037 12804 13.3045 1230 14.0736 
22	14 97	8851 10.9805 3082 10.988 13175 11.1846 5308 11.3514 13498 11.5139 
23	14 179	14 10.3889 3186 15.4114 8730 15.6269 9956 15.7054 11663 15.7934 
24	14 199	4150 9.95803 9812 10.103 12430 10.1095 13812 10.1814 13126 10.2306 
25	15 112	11136 10.7233 15 11.8401 11280 12.8928 3449 13.2624 10770 13.6181 
26	15 166	5775 11.7799 460 12.1016 7603 12.1277 6469 12.1955 12824 12.2308 
27	16 57	6487 11.5491 9486 11.7027 543 11.8132 16 11.9819 10629 12.086 
28	18 5	18 9.91568 1718 14.3068 1686 14.99 12328 14.9996 2737 15.0567 
29	18 47	9429 11.4799 2425 11.6276 12628 11.735 11239 11.7455 5125 11.755 
30	18 103	18 11.5568 8106 14.7729 11577 14.8527 11107 15.0874 1718 15.0889 
31	18 136	7593 9.32654 488 9.34011 7336 9.44545 3352 9.47151 13011 9.52919 
32	19 183	8871 12.1106 19 12.4108 9631 12.583 9596 12.7553 7381 12.7874 
33	19 183	8871 12.1106 19 12.4108 9631 12.583 9596 12.7553 7381 12.7874 
34	20 47	9338 10.6771 20 12.2427 2528 12.6043 1572 12.6942 5593 12.7254 
35	20 136	6047 11.2451 13651 11.6341 8800 11.6802 2038 11.7009 355 11.7382 
36	21 79	21 11.9535 4279 13.0452 1898 13.2818 14313 16.1875 11971 16.5309 
37	23 158	23 4.74321 4448 12.6884 8881 13.1625 4904 13.2816 4765 14.4592 
38	24 33	24 12.1587 13224 13.2298 4279 13.2339 162 13.3541 11204 17.0531 
39	26 36	26 12.3363 4603 13.1072 10625 13.2989 10637 13.3086 9781 13.5024 
40	26 128	26 11.7456 1003 12.519 14060 13.3346 3926 13.4824 3658 13.8 
41	26 184	26 12.181 13342 13.0025 1533 13.0924 11537 13.5382 354 14.0067 
42	27 3	2281 12.0218 27 12.3104 7496 12.6771 11109 12.7018 4 12.7467 
43	27 101	13819 8.45696 10854 8.72433 14479 9.16475 4932 9.18212 2551 9.20055 
44	27 173	27 12.1719 1266 12.4463 10976 12.518 102 12.5925 4696 12.6625 
45	28 28	28 11.588 7526 12.213 7814 12.2379 1092 12.3359 10520 12.3867 
46	28 135	12735 11.0622 11605 11.475 7286 11.4793 97 11.5119 2607 11.5563 
47	29 46	12397 9.6015 579 9.62528 5882 9.7414 547 9.84498 3927 9.97036 
48	29 46	12397 9.6015 579 9.62528 5882 9.7414 547 9.84498 3927 9.97036 
49	29 46	12397 9.6015 579 9.62528 5882 9.7414 547 9.84498 3927 9.97036 
50	29 46	12397 9.6015 579 9.62528 5882 9.7414 547 9.84498 3927 9.97036 
51	29 105	5869 9.21307 3271 9.33875 5906 9.39384 11959 9.45564 182 9.49575 
52	29 105	5869 9.21307 3271 9.33875 5906 9.39384 11959 9.45564 182 9.49575 
53	32 80	32 11.9351 4862 15.2056 475 16.7665 3162 16.9137 8298 16.9198 
54	34 90	34 11.9401 9324 13.6354 11471 13.8266 8953 14.9658 4482 15.1239 
55	34 206	34 12.2058 11898 13.7219 4869 13.7486 690 13.7936 9150 13.9736 
56	35 121	35 11.9423 11966 12.1933 8500 12.5207 452 12.584 12225 12.7754 
57	36 181	36 11.8046 5311 16.4449 8513 16.9205 2810 16.9384 11725 17.0395 
58	37 129	37 12.1523 12177 13.2276 4271 13.3813 1230 13.5719 3795 13.5791 
59	38 165	38 12.3056 6447 16.6957 5880 16.8215 3884 16.9381 7316 16.9443 
60	39 47	7116 11.0347 9658 11.3959 2976 11.4012 217 11.4158 5710 11.486 
61	39 129	9686 10.3391 8669 10.528 2518 10.5507 3795 10.7112 1230 10.7236 
62	39 158	39 4.74321 11615 12.8286 10604 12.9832 4133 13.1172 12523 13.3193 
63	39 235	8669 10.5622 3403 10.6898 9686 10.827 1230 11.0016 2518 11.0142 
64	41 47	41 12.2427 11146 13.1931 1663 13.3996 6661 13.4457 1800 13.5096 
65	41 176	41 5.97124 8474 14.0477 3833 15.3785 2777 15.8033 11881 15.8249 
66	42 158	42 4.74321 10585 11.1078 10113 11.5424 1084 12.3518 7135 12.8332 
67	42 176	42 5.97124 13627 10.8377 13688 11.1181 300 11.1558 6996 11.5566 
68	42 176	42 5.97124 13627 10.8377 13688 11.1181 300 11.1558 6996 11.5566 
69	43 47	6015 12.0844 5593 12.0905 4483 12.1627 43 12.2427 2860 12.2501 
70	43 114	6922 11.865 6379 12.1123 43 12.542 8528 15.0586 9270 16.236 
71	43 235	1230 11.3081 3403 11.37 9686 11.4285 8669 11.8514 3795 12.0484 
72	44 57	11847 9.91202 1183 9.91392 13808 10.0634 5283 10.1838 11656 10.2202 
73	44 57	11847 9.91202 1183 9.91392 13808 10.0634 5283 10.1838 11656 10.2202 
74	44 57	11847 9.91202 1183 9.91392 13808 10.0634 5283 10.1838 11656 10.2202 
75	44 57	11847 9.91202 1183 9.91392 13808 10.0634 5283 10.1838 11656 10.2202 
76	45 167	45 12.1402 8844 12.1417 6274 12.1503 14170 12.2237 7427 12.4088 
77	45 210	2511 11.0831 7427 11.4147 8844 11.4785 45 12.1504 159 12.2758 
78	46 57	9561 9.99312 10295 10.5926 1047 10.6706 3695 10.7636 10453 10.7987 
79	46 57	9561 9.99312 10295 10.5926 1047 10.6706 3695 10.7636 10453 10.7987 
80	46 116	13870 10.7883 10347 10.7964 8730 10.8381 12417 10.9103 11560 10.9237 
81	46 116	13870 10.7883 10347 10.7964 8730 10.8381 12417 10.9103 11560 10.9237 
82	48 109	454 11.6212 13575 11.6689 732 11.6692 10938 11.7027 2583 11.928 
83	48 109	454 11.6212 13575 11.6689 732 11.6692 10938 11.7027 2583 11.928 
84	48 109	454 11.6212 13575 11.6689 732 11.6692 10938 11.7027 2583 11.928 
85	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
86	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
87	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
88	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
89	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
90	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
91	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
92	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
93	49 46	12265 8.23647 10347 8.64788 12697 9.14533 6784 9.14784 5617 9.19919 
94	49 105	6670 8.64302 8986 8.67363 1823 8.69201 5869 8.71791 5906 8.72804 
95	49 180	10073 8.92197 14503 9.86785 14305 9.88117 3340 9.89867 8509 9.92167 
96	50 129	50 12.1523 1230 13.0406 9686 13.0615 1430 13.4578 6731 13.489 
97	51 215	51 8.96187 6777 15.7721 6341 15.8185 62 16.1552 10094 16.1594 
98	52 60	739 9.62179 10976 9.62763 9613 9.82732 88 9.86381 13847 9.86385 
99	52 60	739 9.62179 10976 9.62763 9613 9.82732 88 9.86381 13847 9.86385 
100	52 60	739 9.62179 10976 9.62763 9613 9.82732 88 9.86381 13847 9.86385 
101	52 60	739 9.62179 10976 9.62763 9613 9.82732 88 9.86381 13847 9.86385 
102	52 112	52 11.8401 10948 12.6161 3449 12.7742 776 12.7862 10770 12.796 
103	52 144	52 11.9819 4207 15.1425 950 15.2485 5025 15.2551 9125 15.2883 
104	52 166	6469 9.47794 460 10.239 12824 10.2511 2474 10.6349 12688 10.648 
105	54 136	54 11.9775 1852 12.9596 2000 13.0537 3951 13.1199 11264 13.1764 
106	56 23	12746 10.115 7533 11.2385 56 11.6168 7481 12.4672 2687 12.6394 
107	56 186	56 11.4771 10923 11.8889 178 12.077 9072 12.1566 518 12.5366 
108	57 108	57 12.3724 10421 14.3444 13097 14.9869 4609 15.1131 8856 15.1444 
109	58 87	58 10.9232 3270 12.7672 11006 12.8149 5619 13.0181 13616 13.1232 
110	58 169	11095 8.67303 1847 8.6857 12307 8.91539 736 9.34136 9048 9.45985 
111	58 169	11095 8.67303 1847 8.6857 12307 8.91539 736 9.34136 9048 9.45985 
112	58 169	11095 8.67303 1847 8.6857 12307 8.91539 736 9.34136 9048 9.45985 
113	58 169	11095 8.67303 1847 8.6857 12307 8.91539 736 9.34136 9048 9.45985 
114	58 169	11095 8.67303 1847 8.6857 12307 8.91539 736 9.34136 9048 9.45985 
115	59 60	14076 11.0785 11680 11.3292 4812 11.3738 7496 11.3847 7814 11.3851 
116	59 60	14076 11.0785 11680 11.3292 4812 11.3738 7496 11.3847 7814 11.3851 
117	59 135	7430 10.8273 8111 11.0078 532 11.0779 9072 11.1061 6524 11.2776 
118	60 60	399 9.47265 14375 9.49338 88 9.51834 9613 9.52811 4812 9.57351 
119	60 60	399 9.47265 14375 9.49338 88 9.51834 9613 9.52811 4812 9.57351 
120	60 60	399 9.47265 14375 9.49338 88 9.51834 9613 9.52811 4812 9.57351 
121	60 60	399 9.47265 14375 9.49338 88 9.51834 9613 9.52811 4812 9.57351 
122	60 229	22 11.6908 4482 12.1346 60 12.2488 5655 12.6604 9324 12.862 
123	61 46	13400 11.2402 2614 11.2464 2780 11.7673 61 11.9218 5882 12.0202 
124	62 154	62 12.2115 528 12.4702 5536 16.8545 11617 17.1795 1574 17.2049 
125	65 14	8867 10.0504 2771 11.4029 10520 11.4093 102 11.4848 1092 11.6501 
126	65 101	9363 8.11395 7950 8.44811 10854 8.67077 13668 8.68912 13819 9.08452 
127	65 209	65 12.1253 10962 12.6229 4244 12.7295 4812 12.7959 999 12.8486 
128	67 43	67 12.348 3776 12.7198 13048 13.3166 585 14.4826 6965 17.7454 
129	68 60	7752 10.3689 4812 10.4283 11680 10.4868 3168 10.5196 11361 10.5242 
130	68 60	7752 10.3689 4812 10.4283 11680 10.4868 3168 10.5196 11361 10.5242 
131	68 60	7752 10.3689 4812 10.4283 11680 10.4868 3168 10.5196 11361 10.5242 
132	68 166	6469 10.2974 3782 10.8181 5974 10.8395 460 10.9168 5165 11.0591 
133	69 46	2113 9.5135 541 10.0544 13542 10.06 13330 10.1269 10160 10.3828 
134	69 46	2113 9.5135 541 10.0544 13542 10.06 13330 10.1269 10160 10.3828 
135	69 105	323 8.63808 286 8.98099 6091 9.31154 1469 9.42805 1566 9.44896 
136	69 180	5303 9.20112 14474 9.34946 3416 9.42896 11577 9.47957 8356 9.66377 
137	70 5	70 9.91568 1909 14.7734 3435 15.4935 1908 16.6554 4231 16.7513 
