Input Files Path : ./benchmarks/FB15K237/
The toolkit is importing datasets.
The total of relations is 237.
The total of entities is 14541.
The total of train triples is 272115.
Input Files Path : ./benchmarks/FB15K237/
The total of test triples is 20466.
The total of valid triples is 17535.
0	4494 8.10628 1713 8.25774 5789 8.48217 6099 8.53218 1 8.73334 
1	5789 11.6258 6099 11.8841 4494 12.096 1 12.1411 1713 12.1764 
2	5789 8.91509 1713 9.01177 4494 9.10638 6099 9.68635 1 9.75887 
3	5789 10.4829 4494 11.205 1713 11.3161 6099 11.6622 1 11.9775 
4	1 7.71228 4494 8.72121 6099 8.88546 1713 9.15328 5789 9.20229 
5	1713 9.02792 4494 9.04769 5789 9.09233 1 9.61708 6099 9.71157 
6	4494 8.31562 1713 8.72156 1 8.76082 6099 9.01792 5789 9.50134 
7	5789 8.66131 4494 9.00546 1713 9.16532 6099 9.48902 1 9.50613 
8	4494 9.30882 1 9.49172 6099 9.57583 1713 9.64128 5789 9.97709 
9	4494 8.45701 6099 8.63938 5789 8.81041 1713 9.0178 1 9.15693 
10	4494 8.74993 1 8.7996 6099 9.0739 1713 9.20385 5789 9.46477 
11	1713 8.62586 4494 8.65035 1 8.73646 6099 9.19791 5789 9.34075 
12	1713 8.62586 4494 8.65035 1 8.73646 6099 9.19791 5789 9.34075 
13	1 8.42438 6099 8.77878 1713 8.95138 4494 9.03129 5789 10.095 
14	1 8.44003 4494 8.94817 6099 9.45101 1713 9.46133 5789 9.74662 
15	4494 8.52645 1713 8.60127 5789 8.72611 6099 8.98588 1 9.0483 
16	4494 8.0018 1713 8.15458 5789 8.61358 6099 8.66351 1 8.70319 
17	4494 8.19003 1713 8.38214 5789 8.65803 1 8.81413 6099 8.88355 
18	4494 7.88982 1713 8.51139 1 8.53286 5789 8.60411 6099 8.69236 
19	1 8.64992 6099 8.73567 4494 8.81627 1713 9.29511 5789 9.62736 
20	4494 9.13047 1713 9.1398 1 9.16362 6099 9.38429 5789 9.7185 
21	1 9.94383 4494 10.1544 6099 10.1727 5789 10.2526 1713 10.472 
22	1 8.84033 1713 9.10056 4494 9.28488 6099 9.38803 5789 9.55309 
23	1 9.3236 4494 9.36032 6099 9.55815 1713 9.58699 5789 9.99509 
24	5789 9.0075 4494 9.12546 1713 9.36266 1 9.38209 6099 9.64665 
25	5789 11.4852 4494 11.7793 1713 12.1495 6099 12.2156 1 12.2467 
26	6099 8.6451 1 8.90598 4494 9.31915 1713 9.61506 5789 10.173 
27	1 8.49051 6099 8.90272 4494 9.19583 1713 9.76649 5789 10.1669 
28	1 8.7248 4494 8.8561 6099 9.2229 1713 9.81116 5789 9.85216 
29	1 8.95716 4494 9.09831 6099 9.30085 1713 9.41061 5789 9.8341 
30	6099 9.0038 1 9.16646 4494 9.79411 5789 10.0179 1713 10.3185 
31	6099 9.18582 1713 9.22385 1 9.61562 4494 9.88072 5789 10.4881 
32	4494 9.76889 6099 9.97417 1 10.0175 5789 10.4962 1713 10.5725 
33	1 9.16823 6099 9.495 4494 9.81595 1713 10.2706 5789 10.3139 
34	4494 9.5756 1713 9.77852 1 9.80307 6099 9.96759 5789 10.4451 
35	4494 9.41693 1 9.44194 6099 9.45127 1713 9.81192 5789 10.0329 
36	4494 10.9382 1713 11.3591 1 11.3984 6099 11.7094 5789 11.8411 
