Input Files Path : ./benchmarks/FB15K237/
The toolkit is importing datasets.
The total of relations is 237.
The total of entities is 14541.
The total of train triples is 272115.
Input Files Path : ./benchmarks/FB15K237/
The total of test triples is 20466.
The total of valid triples is 17535.
0	5789 8.48217 6099 8.53218 1 8.73334 6163 10.6261 1080 12.1705 
1	5789 11.6258 4494 12.096 1713 12.1764 32 12.6132 1080 13.0023 
2	4494 9.10638 6099 9.68635 1 9.75887 6163 11.1651 1080 12.1017 
3	6099 11.6622 1 11.9775 382 12.6132 6163 12.6627 1124 12.9257 
4	4494 8.72121 6099 8.88546 1713 9.15328 5789 9.20229 6163 11.9153 
5	1 9.61708 6099 9.71157 6163 11.3669 1080 12.389 853 12.6132 
6	4494 8.31562 1713 8.72156 5789 9.50134 6163 10.989 1022 12.6132 
7	6099 9.48902 1 9.50613 6163 11.0747 119 12.3418 1080 12.4532 
8	4494 9.30882 1 9.49172 1713 9.64128 5789 9.97709 6163 12.0175 
9	5789 8.81041 1713 9.0178 6163 10.7329 68 12.4524 1080 12.4743 
10	6099 9.0739 5789 9.46477 6163 11.3919 1276 12.6132 1405 13.458 
11	1713 8.62586 5789 9.34075 6163 10.9441 1394 12.6132 2046 13.572 
12	1713 8.62586 5789 9.34075 6163 10.9441 1394 12.6132 2046 13.572 
13	1713 8.95138 4494 9.03129 5789 10.095 6163 11.3975 1552 12.6132 
14	1 8.44003 1713 9.46133 5789 9.74662 6163 12.3122 1837 12.6132 
15	6099 8.98588 1 9.0483 6163 10.8504 1080 12.2423 119 12.6106 
16	1713 8.15458 5789 8.61358 6099 8.66351 1 8.70319 6163 10.5877 
17	1 8.81413 6099 8.88355 6163 10.6651 1080 12.3114 68 12.4975 
18	1713 8.51139 5789 8.60411 6163 10.7238 2394 12.6132 68 12.6299 
19	6099 8.73567 5789 9.62736 3394 12.6132 9868 14.8144 1087 14.9546 
20	1 9.16362 6099 9.38429 3686 12.6132 6163 12.778 4035 14.8285 
21	4494 10.1544 6099 10.1727 5789 10.2526 6163 12.5208 3827 12.6132 
22	1713 9.10056 6099 9.38803 5789 9.55309 6163 12.5475 4253 12.6132 
23	1713 9.58699 5789 9.99509 6163 12.041 4468 12.6132 1080 13.9065 
24	1 9.38209 6099 9.64665 5001 12.6132 1087 14.5957 119 14.6115 
25	4494 11.7793 6099 12.2156 1 12.2467 5138 12.6132 6163 13.9829 
26	4494 9.31915 1713 9.61506 5789 10.173 6163 12.3916 6027 12.6132 
27	6099 8.90272 4494 9.19583 1713 9.76649 5789 10.1669 6163 12.2361 
28	4494 8.8561 1713 9.81116 5789 9.85216 6163 12.5912 6293 12.6132 
29	5789 9.8341 6163 11.7629 6755 12.6132 5087 13.7587 2562 13.9878 
30	4494 9.79411 5789 10.0179 1713 10.3185 7080 12.6132 6163 13.0394 
31	1713 9.22385 5789 10.4881 7429 12.6132 6163 12.9754 965 15.0883 
32	4494 9.76889 6099 9.97417 1 10.0175 5789 10.4962 6163 12.3789 
33	6099 9.495 4494 9.81595 1713 10.2706 5789 10.3139 6163 12.0993 
34	1713 9.77852 6099 9.96759 5789 10.4451 8139 12.6132 6163 12.9024 
35	1 9.44194 1713 9.81192 5789 10.0329 6163 11.6917 8168 12.6132 
36	1713 11.3591 1 11.3984 6099 11.7094 5789 11.8411 8602 12.6132 
37	1 10.9047 4494 10.9206 6099 10.9758 9002 12.6132 6163 12.8097 
38	1713 9.53263 5789 10.0134 9448 12.6132 6163 12.6912 1087 14.8481 
39	1713 9.53263 5789 10.0134 9448 12.6132 6163 12.6912 1087 14.8481 
40	1713 8.69997 5789 9.51097 6163 11.3156 9534 12.6132 607 14.1849 
41	1 9.0197 6099 9.40617 6163 12.0762 11491 12.6132 190 15.1584 
42	14051 12.6132 1713 13.3768 5789 13.6759 4494 13.7206 6099 14.3102 
43	2319 10.6702 394 10.7051 8065 10.8375 3888 11.0179 166 11.3016 
44	10636 8.23077 10208 8.94476 4833 9.22648 3018 9.34705 4141 9.59682 
45	2569 10.0872 885 10.1109 2855 10.1126 3841 10.2105 2083 10.3664 
46	1773 10.4782 5649 10.6103 6002 10.6465 4566 10.6921 1766 10.7254 
47	1773 10.4782 5649 10.6103 6002 10.6465 4566 10.6921 1766 10.7254 
48	1773 10.4782 5649 10.6103 6002 10.6465 4566 10.6921 1766 10.7254 
49	10310 8.76318 9282 9.59292 3088 10.4784 8432 11.0115 6611 11.0237 
50	5981 8.3785 6393 10.3669 1535 10.7615 2324 10.7721 6765 11.034 
51	284 10.3933 3841 10.4588 3740 10.5116 5910 10.5485 149 10.5604 
52	284 10.3933 3841 10.4588 3740 10.5116 5910 10.5485 149 10.5604 
53	3691 8.17558 385 8.35401 3690 8.41137 6353 8.42672 3883 8.5276 
54	1918 11.2986 1919 11.6831 4320 12.0318 5613 12.2783 2961 12.4704 
55	1918 11.2986 1919 11.6831 4320 12.0318 5613 12.2783 2961 12.4704 
56	5668 9.83854 1801 10.5198 1288 10.7442 869 10.8667 3298 10.9183 
57	3309 10.8491 5697 11.0888 2263 11.1176 1955 11.5971 5483 11.6309 
58	3309 10.8491 5697 11.0888 2263 11.1176 1955 11.5971 5483 11.6309 
59	1341 11.3758 2856 11.6831 4995 11.7535 1773 11.9091 642 11.9612 
60	5556 10.1949 11505 10.2406 2897 10.5685 1917 10.7091 58 11.2486 
61	140 8.91525 1061 10.4403 6036 10.4477 6428 10.5813 409 10.6682 
62	686 7.54726 1736 8.29916 7193 8.36937 1863 9.27188 1610 10.5043 
63	326 10.8409 1819 10.85 6989 10.9895 1532 10.9985 5043 11.0394 
64	4008 11.6831 3652 11.8574 41 11.9127 3740 12.1405 5352 12.1571 
65	4825 11.3634 4547 11.4269 7209 11.5887 3140 11.5931 5177 11.6627 
66	4825 11.3634 4547 11.4269 7209 11.5887 3140 11.5931 5177 11.6627 
67	11758 8.97271 367 8.99065 3151 10.546 2193 10.5996 4412 10.6082 
68	4974 9.50832 6988 9.95349 106 10.0229 1662 10.0968 7866 10.3294 
69	11855 9.75046 1863 9.86163 3312 9.91005 952 10.8986 10190 10.9295 
70	11855 9.75046 1863 9.86163 3312 9.91005 952 10.8986 10190 10.9295 
71	1917 10.5013 11505 10.5399 2897 10.8685 7531 11.1364 689 11.6231 
72	1981 10.3858 3441 10.6799 5355 10.6912 1662 10.737 8164 10.8152 
73	1981 10.3858 3441 10.6799 5355 10.6912 1662 10.737 8164 10.8152 
74	2083 8.74456 2767 10.3755 2650 10.6027 642 10.8709 8804 10.9005 
75	2379 8.79683 2016 9.00471 5875 9.24798 3142 9.44661 672 9.46829 
76	2379 8.79683 2016 9.00471 5875 9.24798 3142 9.44661 672 9.46829 
77	2379 8.79683 2016 9.00471 5875 9.24798 3142 9.44661 672 9.46829 
78	2379 8.79683 2016 9.00471 5875 9.24798 3142 9.44661 672 9.46829 
79	2379 8.79683 2016 9.00471 5875 9.24798 3142 9.44661 672 9.46829 
80	8859 10.1212 5985 10.2256 7515 10.2472 4362 10.3337 4197 10.3599 
81	5410 11.6831 6929 12.0103 4130 12.6214 9493 12.6228 7677 12.6822 
82	3191 10.6399 3190 10.6536 4195 10.6643 3938 10.7698 5913 10.8044 
83	5662 11.6831 3844 11.8842 6837 11.8883 8315 11.9185 7092 11.9212 
84	5662 11.6831 3844 11.8842 6837 11.8883 8315 11.9185 7092 11.9212 
85	698 10.4047 367 11.2109 5703 11.2494 5613 11.3454 869 11.3991 
86	1535 9.91019 2146 10.2713 5950 10.3923 1737 10.4526 6765 10.4652 
87	4363 11.345 6559 11.6831 12470 11.7636 7992 12.7659 3948 12.8264 
88	6768 9.31926 260 10.8757 7466 10.8864 5982 10.8989 4872 11.0629 
89	7800 10.6636 5268 11.0902 2187 11.1588 4433 11.2753 7853 11.2799 
90	7992 11.1046 3844 11.3182 7531 11.5275 3521 11.5918 7045 11.6831 
91	7992 11.1046 3844 11.3182 7531 11.5275 3521 11.5918 7045 11.6831 
92	2208 11.0661 8617 11.2671 7784 11.3401 9244 11.3673 4268 11.4256 
93	10367 11.4148 7647 11.6831 5043 12.0423 4433 12.1561 12842 12.1829 
94	7776 11.6831 6636 12.4945 5978 12.6528 1680 12.6582 8296 12.7338 
95	1535 9.95324 17 10.3923 1040 10.4828 166 10.5521 1536 10.7386 
96	10310 10.673 1341 10.7089 8432 11.3743 3089 11.4016 9282 11.43 
97	8163 11.6831 8988 12.9081 2360 12.9515 8290 13.0986 2961 13.1139 
98	1610 11.3761 2855 11.3823 10208 11.4145 3043 11.4352 4268 11.4491 
99	1610 11.3761 2855 11.3823 10208 11.4145 3043 11.4352 4268 11.4491 
100	8347 11.6831 4651 11.8727 6637 11.9086 11771 12.0142 430 12.0407 
101	7531 11.6104 8695 11.6831 10807 11.6883 10362 11.8817 5649 11.8852 
102	7531 11.6104 8695 11.6831 10807 11.6883 10362 11.8817 5649 11.8852 
103	2855 9.83004 2522 9.9685 8617 10.0097 3841 10.0667 2128 10.0801 
104	8751 11.6831 804 13.0491 8859 13.0583 2193 13.1297 2782 13.2923 
105	1191 10.9203 11201 11.1367 12956 11.3432 1560 11.3435 7209 11.4411 
