Input Files Path : ./benchmarks/FB15K237/
The toolkit is importing datasets.
The total of relations is 237.
The total of entities is 14541.
The total of train triples is 272115.
Input Files Path : ./benchmarks/FB15K237/
The total of test triples is 20466.
The total of valid triples is 17535.
0	5789 8.48217 6099 8.53218 1 8.73334 6163 10.6261 1080 12.1705 
1	5789 11.6258 4494 12.096 1713 12.1764 32 12.6132 1080 13.0023 
2	4494 9.10638 6099 9.68635 1 9.75887 6163 11.1651 1080 12.1017 
3	6099 11.6622 1 11.9775 382 12.6132 6163 12.6627 1124 12.9257 
4	4494 8.72121 6099 8.88546 1713 9.15328 5789 9.20229 6163 11.9153 
5	1 9.61708 6099 9.71157 6163 11.3669 1080 12.389 853 12.6132 
6	4494 8.31562 1713 8.72156 5789 9.50134 6163 10.989 1022 12.6132 
7	6099 9.48902 1 9.50613 6163 11.0747 119 12.3418 1080 12.4532 
8	4494 9.30882 1 9.49172 1713 9.64128 5789 9.97709 6163 12.0175 
9	5789 8.81041 1713 9.0178 6163 10.7329 68 12.4524 1080 12.4743 
10	6099 9.0739 5789 9.46477 6163 11.3919 1276 12.6132 1405 13.458 
11	1713 8.62586 5789 9.34075 6163 10.9441 1394 12.6132 2046 13.572 
12	1713 8.62586 5789 9.34075 6163 10.9441 1394 12.6132 2046 13.572 
13	1713 8.95138 4494 9.03129 5789 10.095 6163 11.3975 1552 12.6132 
14	1 8.44003 1713 9.46133 5789 9.74662 6163 12.3122 1837 12.6132 
15	6099 8.98588 1 9.0483 6163 10.8504 1080 12.2423 119 12.6106 
16	1713 8.15458 5789 8.61358 6099 8.66351 1 8.70319 6163 10.5877 
17	1 8.81413 6099 8.88355 6163 10.6651 1080 12.3114 68 12.4975 
18	1713 8.51139 5789 8.60411 6163 10.7238 2394 12.6132 68 12.6299 
19	6099 8.73567 5789 9.62736 3394 12.6132 9868 14.8144 1087 14.9546 
20	1 9.16362 6099 9.38429 3686 12.6132 6163 12.778 4035 14.8285 
21	4494 10.1544 6099 10.1727 5789 10.2526 6163 12.5208 3827 12.6132 
22	1713 9.10056 6099 9.38803 5789 9.55309 6163 12.5475 4253 12.6132 
23	1713 9.58699 5789 9.99509 6163 12.041 4468 12.6132 1080 13.9065 
24	1 9.38209 6099 9.64665 5001 12.6132 1087 14.5957 119 14.6115 
25	4494 11.7793 6099 12.2156 1 12.2467 5138 12.6132 6163 13.9829 
26	4494 9.31915 1713 9.61506 5789 10.173 6163 12.3916 6027 12.6132 
27	6099 8.90272 4494 9.19583 1713 9.76649 5789 10.1669 6163 12.2361 
28	4494 8.8561 1713 9.81116 5789 9.85216 6163 12.5912 6293 12.6132 
29	5789 9.8341 6163 11.7629 6755 12.6132 5087 13.7587 2562 13.9878 
30	4494 9.79411 5789 10.0179 1713 10.3185 7080 12.6132 6163 13.0394 
31	1713 9.22385 5789 10.4881 7429 12.6132 6163 12.9754 965 15.0883 
32	4494 9.76889 6099 9.97417 1 10.0175 5789 10.4962 6163 12.3789 
33	6099 9.495 4494 9.81595 1713 10.2706 5789 10.3139 6163 12.0993 
34	1713 9.77852 6099 9.96759 5789 10.4451 8139 12.6132 6163 12.9024 
35	1 9.44194 1713 9.81192 5789 10.0329 6163 11.6917 8168 12.6132 
36	1713 11.3591 1 11.3984 6099 11.7094 5789 11.8411 8602 12.6132 
37	1 10.9047 4494 10.9206 6099 10.9758 9002 12.6132 6163 12.8097 
38	1713 9.53263 5789 10.0134 9448 12.6132 6163 12.6912 1087 14.8481 
39	1713 9.53263 5789 10.0134 9448 12.6132 6163 12.6912 1087 14.8481 
40	1713 8.69997 5789 9.51097 6163 11.3156 9534 12.6132 607 14.1849 
41	1 9.0197 6099 9.40617 6163 12.0762 11491 12.6132 190 15.1584 
