0	(8.106279373168945, 4494) (8.257743835449219, 1713) (8.48217487335205, 5789) (8.532177925109863, 6099) (8.733343124389648, 1) 
1	(11.625842094421387, 5789) (11.884137153625488, 6099) (12.095992088317871, 4494) (12.14111328125, 1) (12.176426887512207, 1713) 
2	(8.915087699890137, 5789) (9.011767387390137, 1713) (9.106379508972168, 4494) (9.686347961425781, 6099) (9.758868217468262, 1) 
3	(10.482888221740723, 5789) (11.204954147338867, 4494) (11.316112518310547, 1713) (11.662240028381348, 6099) (11.977508544921875, 1) 
4	(7.71227502822876, 1) (8.721206665039062, 4494) (8.885461807250977, 6099) (9.153275489807129, 1713) (9.202291488647461, 5789) 
5	(9.027918815612793, 1713) (9.047687530517578, 4494) (9.092329025268555, 5789) (9.617083549499512, 1) (9.71157169342041, 6099) 
6	(8.315618515014648, 4494) (8.7215576171875, 1713) (8.760824203491211, 1) (9.017923355102539, 6099) (9.501336097717285, 5789) 
7	(8.661310195922852, 5789) (9.00545597076416, 4494) (9.165319442749023, 1713) (9.489021301269531, 6099) (9.506133079528809, 1) 
8	(9.308815002441406, 4494) (9.491722106933594, 1) (9.575833320617676, 6099) (9.641279220581055, 1713) (9.977089881896973, 5789) 
9	(8.457008361816406, 4494) (8.63937759399414, 6099) (8.810406684875488, 5789) (9.017797470092773, 1713) (9.15693187713623, 1) 
10	(8.749933242797852, 4494) (8.799602508544922, 1) (9.073897361755371, 6099) (9.203852653503418, 1713) (9.46477222442627, 5789) 
11	(8.625864028930664, 1713) (8.650350570678711, 4494) (8.736461639404297, 1) (9.197905540466309, 6099) (9.340752601623535, 5789) 
12	(8.625864028930664, 1713) (8.650350570678711, 4494) (8.736461639404297, 1) (9.197905540466309, 6099) (9.340752601623535, 5789) 
13	(8.424384117126465, 1) (8.77878189086914, 6099) (8.951380729675293, 1713) (9.03128719329834, 4494) (10.095043182373047, 5789) 
14	(8.44002628326416, 1) (8.948174476623535, 4494) (9.451007843017578, 6099) (9.461333274841309, 1713) (9.746618270874023, 5789) 
15	(8.526449203491211, 4494) (8.601265907287598, 1713) (8.726106643676758, 5789) (8.985881805419922, 6099) (9.04830265045166, 1) 
16	(8.001803398132324, 4494) (8.154581069946289, 1713) (8.613584518432617, 5789) (8.663512229919434, 6099) (8.703186988830566, 1) 
17	(8.19002628326416, 4494) (8.382137298583984, 1713) (8.658031463623047, 5789) (8.814133644104004, 1) (8.883553504943848, 6099) 
18	(7.8898210525512695, 4494) (8.511393547058105, 1713) (8.53286361694336, 1) (8.604106903076172, 5789) (8.692361831665039, 6099) 
19	(8.649921417236328, 1) (8.735669136047363, 6099) (8.816269874572754, 4494) (9.295109748840332, 1713) (9.627357482910156, 5789) 
20	(9.13046932220459, 4494) (9.139798164367676, 1713) (9.163623809814453, 1) (9.384293556213379, 6099) (9.718500137329102, 5789) 
21	(9.943829536437988, 1) (10.154449462890625, 4494) (10.172738075256348, 6099) (10.252554893493652, 5789) (10.47199821472168, 1713) 
22	(8.840327262878418, 1) (9.100560188293457, 1713) (9.284878730773926, 4494) (9.388030052185059, 6099) (9.553094863891602, 5789) 
23	(9.323596954345703, 1) (9.360318183898926, 4494) (9.558151245117188, 6099) (9.586994171142578, 1713) (9.995085716247559, 5789) 
24	(9.007495880126953, 5789) (9.125456809997559, 4494) (9.362661361694336, 1713) (9.38209056854248, 1) (9.646646499633789, 6099) 
25	(11.485150337219238, 5789) (11.779346466064453, 4494) (12.149502754211426, 1713) (12.215611457824707, 6099) (12.24665355682373, 1) 
26	(8.645098686218262, 6099) (8.905977249145508, 1) (9.319151878356934, 4494) (9.615060806274414, 1713) (10.172993659973145, 5789) 
27	(8.490506172180176, 1) (8.902716636657715, 6099) (9.195828437805176, 4494) (9.766491889953613, 1713) (10.166872024536133, 5789) 
28	(8.724802017211914, 1) (8.856103897094727, 4494) (9.222904205322266, 6099) (9.811161994934082, 1713) (9.85215950012207, 5789) 
29	(8.95715618133545, 1) (9.09831428527832, 4494) (9.300853729248047, 6099) (9.410612106323242, 1713) (9.834100723266602, 5789) 
30	(9.003801345825195, 6099) (9.166455268859863, 1) (9.794110298156738, 4494) (10.017873764038086, 5789) (10.318509101867676, 1713) 
31	(9.18581771850586, 6099) (9.223851203918457, 1713) (9.615617752075195, 1) (9.880718231201172, 4494) (10.48812198638916, 5789) 
32	(9.768885612487793, 4494) (9.97416877746582, 6099) (10.017497062683105, 1) (10.496170043945312, 5789) (10.572476387023926, 1713) 
33	(9.168225288391113, 1) (9.495002746582031, 6099) (9.815950393676758, 4494) (10.27055549621582, 1713) (10.313924789428711, 5789) 
34	(9.575599670410156, 4494) (9.778520584106445, 1713) (9.803068161010742, 1) (9.9675874710083, 6099) (10.445120811462402, 5789) 
35	(9.416930198669434, 4494) (9.441941261291504, 1) (9.451268196105957, 6099) (9.81191635131836, 1713) (10.032918930053711, 5789) 
36	(10.938151359558105, 4494) (11.359087944030762, 1713) (11.398444175720215, 1) (11.709397315979004, 6099) (11.841135025024414, 5789) 
37	(10.841513633728027, 1713) (10.90471076965332, 1) (10.920573234558105, 4494) (10.975828170776367, 6099) (11.44359016418457, 5789) 
38	(9.350605964660645, 1) (9.532626152038574, 1713) (9.747293472290039, 6099) (10.004822731018066, 4494) (10.013355255126953, 5789) 
39	(9.350605964660645, 1) (9.532626152038574, 1713) (9.747293472290039, 6099) (10.004822731018066, 4494) (10.013355255126953, 5789) 
40	(8.164752006530762, 1) (8.699971199035645, 1713) (8.779386520385742, 4494) (9.046509742736816, 6099) (9.510972023010254, 5789) 
41	(8.897712707519531, 1713) (9.019697189331055, 1) (9.277033805847168, 5789) (9.406168937683105, 6099) (9.973663330078125, 4494) 
42	(12.613192558288574, 14051) (13.376812934875488, 1713) (13.588160514831543, 1) (13.67589282989502, 5789) (13.720603942871094, 4494) 
43	(9.857311248779297, 193) (9.946063995361328, 8963) (10.203439712524414, 850) (10.231317520141602, 3372) (10.279409408569336, 2479) 
44	(7.862116813659668, 4079) (7.978588104248047, 4317) (8.089643478393555, 227) (8.22004222869873, 665) (8.230774879455566, 10636) 
45	(9.51500129699707, 2084) (9.68515396118164, 3298) (9.82870864868164, 8879) (10.087189674377441, 2569) (10.110883712768555, 885) 
46	(9.861673355102539, 7811) (10.2721529006958, 8594) (10.327140808105469, 11840) (10.407179832458496, 700) (10.478181838989258, 1773) 
47	(9.861673355102539, 7811) (10.2721529006958, 8594) (10.327140808105469, 11840) (10.407179832458496, 700) (10.478181838989258, 1773) 
48	(9.861673355102539, 7811) (10.2721529006958, 8594) (10.327140808105469, 11840) (10.407179832458496, 700) (10.478181838989258, 1773) 
49	(7.973928928375244, 3411) (8.036463737487793, 1341) (8.458456993103027, 3089) (8.76318359375, 10310) (9.592923164367676, 9282) 
50	(7.7320380210876465, 768) (7.998006820678711, 1010) (8.224329948425293, 1009) (8.231705665588379, 5982) (8.34393310546875, 2146) 
51	(9.255694389343262, 2053) (9.841567993164062, 2810) (9.845779418945312, 281) (10.307269096374512, 3781) (10.393341064453125, 284) 
52	(9.255694389343262, 2053) (9.841567993164062, 2810) (9.845779418945312, 281) (10.307269096374512, 3781) (10.393341064453125, 284) 
53	(7.594493865966797, 1912) (7.921266555786133, 940) (7.92980432510376, 3023) (8.000741004943848, 386) (8.125862121582031, 8465) 
54	(8.633581161499023, 10140) (9.681928634643555, 8290) (9.979469299316406, 10522) (10.733987808227539, 4140) (11.298595428466797, 1918) 
55	(8.633581161499023, 10140) (9.681928634643555, 8290) (9.979469299316406, 10522) (10.733987808227539, 4140) (11.298595428466797, 1918) 
56	(8.740126609802246, 5623) (8.79759407043457, 314) (8.887772560119629, 9845) (9.024633407592773, 523) (9.315595626831055, 2208) 
57	(9.5504150390625, 6146) (9.811357498168945, 12369) (10.049613952636719, 1831) (10.444066047668457, 12450) (10.849071502685547, 3309) 
58	(9.5504150390625, 6146) (9.811357498168945, 12369) (10.049613952636719, 1831) (10.444066047668457, 12450) (10.849071502685547, 3309) 
59	(9.262362480163574, 10310) (9.533684730529785, 3411) (9.583523750305176, 7992) (11.075901985168457, 9930) (11.375816345214844, 1341) 
60	(9.210987091064453, 7531) (9.31332778930664, 12956) (9.398265838623047, 11771) (9.75386905670166, 6721) (9.93423080444336, 6986) 
61	(8.148201942443848, 5154) (8.233024597167969, 3398) (8.450660705566406, 663) (8.478899002075195, 2381) (8.59796142578125, 8871) 
62	(7.54725980758667, 686) (7.897819519042969, 1213) (8.082730293273926, 5344) (8.244139671325684, 2944) (8.280399322509766, 5343) 
63	(9.305066108703613, 9156) (9.696660041809082, 5752) (10.31629753112793, 3572) (10.639449119567871, 451) (10.714066505432129, 11081) 
64	(10.181159973144531, 3847) (10.965682029724121, 11596) (11.522711753845215, 6667) (11.683095932006836, 4008) (11.857355117797852, 3652) 
65	(9.39759349822998, 3844) (9.690770149230957, 8158) (9.888206481933594, 9401) (9.964192390441895, 11771) (10.380252838134766, 2666) 
66	(9.39759349822998, 3844) (9.690770149230957, 8158) (9.888206481933594, 9401) (9.964192390441895, 11771) (10.380252838134766, 2666) 
67	(8.972711563110352, 11758) (8.99064826965332, 367) (10.19045639038086, 1475) (10.260215759277344, 3948) (10.546035766601562, 3151) 
68	(8.22043228149414, 1981) (8.237943649291992, 9078) (8.548083305358887, 1023) (8.846368789672852, 5187) (8.851471900939941, 1024) 
69	(7.688605785369873, 3113) (8.585254669189453, 6421) (9.015266418457031, 8937) (9.082013130187988, 4661) (9.107575416564941, 5313) 
70	(7.688605785369873, 3113) (8.585254669189453, 6421) (9.015266418457031, 8937) (9.082013130187988, 4661) (9.107575416564941, 5313) 
71	(8.868372917175293, 11771) (10.102753639221191, 11961) (10.207605361938477, 9827) (10.453422546386719, 1560) (10.501319885253906, 1917) 
72	(9.589715003967285, 4479) (9.620596885681152, 5194) (10.22363567352295, 7550) (10.385833740234375, 1981) (10.679880142211914, 3441) 
73	(9.589715003967285, 4479) (9.620596885681152, 5194) (10.22363567352295, 7550) (10.385833740234375, 1981) (10.679880142211914, 3441) 
74	(8.145523071289062, 10190) (8.229865074157715, 5495) (8.234843254089355, 5623) (8.293318748474121, 3298) (8.43002700805664, 2147) 
75	(8.796826362609863, 2379) (9.004706382751465, 2016) (9.207640647888184, 1920) (9.247977256774902, 5875) (9.377346992492676, 4787) 
76	(8.796826362609863, 2379) (9.004706382751465, 2016) (9.207640647888184, 1920) (9.247977256774902, 5875) (9.377346992492676, 4787) 
77	(8.796826362609863, 2379) (9.004706382751465, 2016) (9.207640647888184, 1920) (9.247977256774902, 5875) (9.377346992492676, 4787) 
78	(8.796826362609863, 2379) (9.004706382751465, 2016) (9.207640647888184, 1920) (9.247977256774902, 5875) (9.377346992492676, 4787) 
79	(8.796826362609863, 2379) (9.004706382751465, 2016) (9.207640647888184, 1920) (9.247977256774902, 5875) (9.377346992492676, 4787) 
80	(9.492691993713379, 9107) (9.576815605163574, 9842) (9.593619346618652, 4109) (9.87520694732666, 6272) (10.043547630310059, 2930) 
81	(10.176946640014648, 4318) (10.355371475219727, 8774) (10.581665992736816, 7729) (10.674286842346191, 11140) (10.756498336791992, 4285) 
82	(9.506746292114258, 7092) (9.624625205993652, 9537) (9.951101303100586, 5577) (9.951674461364746, 8158) (10.0507230758667, 8306) 
83	(9.170334815979004, 9827) (9.219487190246582, 13560) (9.233612060546875, 2360) (9.334409713745117, 10807) (9.538115501403809, 7008) 
84	(9.170334815979004, 9827) (9.219487190246582, 13560) (9.233612060546875, 2360) (9.334409713745117, 10807) (9.538115501403809, 7008) 
85	(9.600417137145996, 7557) (10.026568412780762, 10411) (10.191617012023926, 11140) (10.404695510864258, 698) (11.210921287536621, 367) 
86	(8.951647758483887, 1536) (9.651174545288086, 819) (9.910186767578125, 1535) (10.271324157714844, 2146) (10.392301559448242, 5950) 
87	(10.036941528320312, 5842) (11.34500503540039, 4363) (11.683095932006836, 6559) (11.76362133026123, 12470) (12.308788299560547, 12201) 
88	(8.169512748718262, 2469) (8.317837715148926, 3749) (8.473814010620117, 3453) (8.528088569641113, 10294) (8.850425720214844, 10000) 
89	(10.200736999511719, 13679) (10.204656600952148, 1498) (10.365082740783691, 2937) (10.465761184692383, 2943) (10.623380661010742, 8465) 
90	(9.220667839050293, 8595) (9.234212875366211, 6986) (9.679436683654785, 3494) (9.815019607543945, 1191) (10.094942092895508, 8158) 
91	(9.220667839050293, 8595) (9.234212875366211, 6986) (9.679436683654785, 3494) (9.815019607543945, 1191) (10.094942092895508, 8158) 
92	(9.92067813873291, 2934) (10.258139610290527, 8232) (10.432109832763672, 523) (10.439984321594238, 4285) (11.06612777709961, 2208) 
93	(9.868026733398438, 13102) (10.098424911499023, 2961) (11.414755821228027, 10367) (11.472269058227539, 10380) (11.683094024658203, 7647) 
94	(11.683094024658203, 7776) (12.494475364685059, 6636) (12.652813911437988, 5978) (12.658186912536621, 1680) (12.733753204345703, 8296) 
95	(9.32846450805664, 2299) (9.953242301940918, 1535) (10.229033470153809, 11575) (10.272016525268555, 584) (10.392289161682129, 17) 
96	(9.271404266357422, 3411) (10.673030853271484, 10310) (10.708941459655762, 1341) (11.374342918395996, 8432) (11.401566505432129, 3089) 
