13517,739,4894,7053,14492
10851,6030,2266,7715,6425
91,102,939,1159,1764
8967,3201,4895,10607,12673
8967,3201,4895,10607,12673
2732,1502,1740,2561,3777
9581,902,6642,10424,10347
7526,1266,1790,4894,12573
150,518,532,2309,2607
4175,257,8486,2006,3482
27,102,399,905,939
9576,12442,1496,5325,4176
2695,11232,10847,1007,3782
3279,5530,11194,4824,6789
3403,3795,7526,8669,9686
4584,7960,8128,12942,13078
5957,11218,4676,4193,11809
261,6106,10658,9726,10690
7752,4696,3168,13706,91
7752,4696,3168,13706,91
174,890,1775,3845,3871
11355,4950,10151,11895,1349
7526,9613,88,8560,11361
4537,10628,1129,13587,14282
4537,10628,1129,13587,14282
6108,5408,1230,4894,3439
7992,12506,12820,410,4259
88,102,399,739,939
1230,8669,9686,9708,9934
11888,5209,9698,9969,2178
2342,7670,8630,12547,12674
111,3871,7356,174,7773
11146,1498,3650,3794,636
3003,4029,5350,5752,7210
3003,4029,5350,5752,7210
1309,2024,4374,5692,7569
12988,9075,11091,11146,716
12988,9075,11091,11146,716
5502,8061,1244,2166,2887
1007,5957,7526,528,4193
1266,4244,4705,11441,939
2012,4186,1088,11071,1109
2660,5700,12635,13927,5747
740,1718,11629,13434,12201
740,1718,11629,13434,12201
5957,4676,11218,4193,11809
1487,2024,4374,4522,5692
3138,13946,12456,536,1434
9686,12601,6884,12804,1230
9058,11146,4879,4986,12988
5063,547,9919,3927,10375
1003,1260,3957,6056,11147
1871,2894,2998,5759,6302
49,138,488,694,877
14354,1572,5819,9888,9912
1230,200,3180,3403,4271
4637,8145,11898,456,2588
6084,7911,7526,3082,5957
13857,12502,551,3866,10319
3852,4433,8679,1206,8842
506,4374,5692,7878,9978
870,1580,4483,7093,8059
49,272,276,1005,1419
8061,2096,8757,10619,4099
286,1566,10863,11374,14107
2561,6784,11388,12473,13870
4565,5308,5524,14024,3680
6442,4894,7526,2752,739
2425,1502,2100,5053,5617
506,1309,1487,2024,4374
1421,3814,3927,9384,11388
2677,12586,13443,8513,3999
99,3645,8914,2908,11387
27,65,91,399,785
11703,1523,8676,7544,12671
11703,1523,8676,7544,12671
5593,1502,4069,4596,6784
4091,6060,5610,8335,223
3165,9624,452,1161,5447
6379,6922,8528,3896,7526
3569,3814,4069,8255,1935
11523,5672,6056,1555,13671
506,4374,5692,7878,8181
1839,4313,4660,5592,6702
4148,5962,10961,7025,10966
506,1625,2024,4237,4374
12442,867,2356,11280,13808
1871,2785,8662,11216,1325
1794,4894,7526,88,7814
3319,5616,5698,10036,12023
12506,7148,11533,13833,6516
3795,1230,9686,3403,5084
8742,13003,1832,11018,4002
3138,3318,9923,11690,5105
49,488,920,1419,1839
49,488,920,1419,1839
4824,5530,11194,13366,2482
1864,5331,10151,12391,64
528,7526,5957,4626,3082
6784,3830,13652,5640,722
1234,2826,3082,5308,5524
13833,12506,12820,5604,10641
27,65,88,91,102
1289,2899,3561,7864,13722
4175,2383,8486,4257,7437
11036,11908,2414,4905,1725
88,1266,1794,4894,7526
9184,4207,3244,6516,2396
88,4894,7526,1092,1794
138,272,276,355,488
4676,5957,11218,11805,3739
3082,13498,2415,2826,5308
9199,9363,10878,11955,12989
8694,8967,223,811,1441
6084,7911,7526,3082,5957
2342,12547,7670,10223,12674
1092,1794,4894,7526,7814
11496,2029,13498,159,3196
790,2834,4828,7515,12139
460,592,1828,2474,2696
88,1794,4894,7526,7814
1899,3138,12456,12716,1434
14064,1549,4593,3280,2178
4082,4465,4963,12212,6931
88,7526,8867,9613,13667
13429,2043,4539,5752,6743
3472,5615,12111,13080,694
528,7526,5957,4626,3082
8140,11006,10025,2529,5160
8753,9373,13347,13389,926
8753,9373,13347,13389,926
1430,6884,9686,12804,1230
1794,4894,7526,7814,10532
171,506,2024,4237,4374
11981,1263,3272,96,984
49,694,1852,2109,3787
3814,5738,11388,14,5102
9615,11189,7657,10856,12613
1230,3403,8669,9686,9708
6379,6922,8528,3896,7526
27,905,978,1092,1266
1309,4374,7569,7878,8181
592,1828,2474,4605,6469
27,65,88,102,399
13175,13498,14024,1357,5308
1718,4697,10981,18,5933
111,174,890,2029,3431
1230,1356,1430,1571,3403
88,1790,2281,10821,11257
88,1790,2281,10821,11257
3419,12301,7526,14375,1092
12099,12511,3663,7970,9517
3988,1244,10453,11574,1340
11348,5063,14201,8730,14
11348,5063,14201,8730,14
212,1836,5463,10036,10051
506,1309,1625,2024,4374
9138,10729,12321,2409,8233
3166,3871,4966,6906,7254
506,2024,4374,5692,5921
1129,14107,752,1469,1566
174,347,890,6929,7806
12421,570,3668,10605,10992
506,1309,2024,2985,5692
88,1092,1266,1794,1978
6784,3927,4970,5350,5752
1230,1430,1593,2518,3403
3403,3795,8669,9686,9708
12324,12407,5819,6015,12962
6124,7950,11803,12530,13631
97,532,2046,4501,4929
88,1794,4894,7526,7814
4,91,939,4244,4705
5502,12260,2250,2753,3414
1234,13175,2415,4565,9718
1775,3629,9583,4305,14141
1003,1260,3957,776,9958
3846,4543,5145,5405,12516
4009,13151,13946,3138,8880
3082,13498,8851,13175,2415
6832,10144,11164,2957,11653
14305,534,717,4176,6056
4697,10981,8383,10437,11070
1234,2415,3680,4565,5308
88,1092,1266,1794,1978
7846,587,5301,10749,9821
3777,9060,3277,5752,5819
3927,11552,426,2548,3186
999,4705,4812,7053,7752
138,355,607,877,920
4676,5957,11218,4193,11809
11901,14361,6498,6635,9082
111,174,890,1577,1775
5957,11218,4676,4193,11809
1230,3403,3795,9686,12503
13660,2663,1532,3794,7021
1230,9686,5084,12804,1430
4584,7960,9425,9446,9760
506,1309,2024,4237,4374
1502,11648,11663,12962,870
506,1309,2024,4374,5692
1206,1230,1430,2518,2908
1469,5113,6001,14383,286
3082,13498,13175,2415,4565
1007,5957,7526,4193,14375
460,592,1007,2696,3782
49,276,488,920,1509
4191,10488,11731,12354,9058
4191,10488,11731,12354,9058
3795,6731,9686,11148,12503
11348,7820,3830,11778,12265
4992,8866,803,1325,4387
9837,10001,11453,12573,736
6379,6922,8528,3896,7526
3927,5617,14263,5752,1421
6703,3052,11125,1579,1850
2064,8588,3617,7067,10517
6379,6922,8528,3896,7526
65,978,1764,2281,2447
2415,4565,5308,8851,9088
1645,1112,4484,3274,9631
3782,5165,6418,6469,8306
1309,2024,4237,4374,5692
27,65,399,1266,2771
1266,1794,4894,10532,88
6780,1974,11028,12029,13076
6084,7911,7526,3082,1309
1325,5931,1871,6168,12790
4172,4320,9328,5369,14375
460,592,2474,5974,7459
506,2024,5692,7878,8181
1430,3795,8669,9934,1230
4929,11420,8111,97,532
528,7526,5957,4626,3082
174,2029,4640,5035,5980
1646,2149,2573,120,5109
65,939,1092,1159,1230
7865,3988,1727,11847,3695
506,4237,4374,5921,7878
3082,13498,14024,2415,13175
2415,4565,6921,8851,9718
4,27,102,1092,1159
4992,7769,12315,10720,10250
7960,9760,12942,13078,13938
97,178,532,2029,2046
1325,3398,4593,9961,1878
1421,1531,2548,5474,8993
10785,10878,13631,10007,9199
91,4500,7053,10206,10520
2024,506,7569,8181,9155
6267,9870,1575,5132,5283
65,978,1266,4500,5406
2024,7878,13647,5692,9978
27,65,399,999,1092
1242,1421,3927,3977,7820
7718,12034,12516,6267,610
5738,6784,1618,2663,3972
2771,4894,4696,4919,7814
1260,9958,12106,1003,12534
3419,12301,7526,4500,14375
4722,7967,12265,5593,1389
7526,717,4271,8960,2518
27,65,88,91,399
6580,6802,4494,4091,8069
13543,6687,6720,5835,6267
978,1266,1764,2544,2771
97,150,178,518,2046
27,399,1230,2544,4244
6084,7911,7526,5957,8181
518,7809,8111,9517,12717
27,88,102,399,739
3274,8168,454,3248,9042
49,3472,5592,12400,2963
12099,12511,3663,7970,9517
12175,2683,6565,11537,354
1469,1989,2023,4537,7152
662,4852,11093,12237,10887
460,592,1828,2474,5974
11577,6638,8594,4195,8536
8753,11629,599,926,2825
8753,11629,599,926,2825
8753,11629,599,926,2825
88,7526,9613,14375,8867
3629,9583,1775,4305,14141
528,7526,5957,4626,3082
4626,7526,528,1978,5957
528,7526,5957,4626,3082
10948,14325,560,1025,13803
10948,14325,560,1025,13803
3186,7820,3003,9058,10700
13076,2356,11028,6333,11431
223,8500,288,1064,12317
223,8500,288,1064,12317
223,8500,288,1064,12317
4696,3168,1266,4919,8392
4696,3168,1266,4919,8392
9709,12072,12573,10183,10548
2415,4565,5524,9088,13175
4905,8069,4772,6060,11036
8993,4596,5053,3381,5752
460,592,2474,3782,5974
900,10002,6238,10460,1867
1309,2024,5692,8181,506
5962,2434,5291,8831,12265
6379,6922,8528,3896,7526
3665,236,3726,12587,4828
5814,4340,13076,2356,9263
1230,3795,7064,11148,3180
1230,3403,5184,7526,8669
1230,1430,3403,8669,9686
6642,8730,11348,11399,13124
9686,3403,6182,6731,11148
1092,1266,4880,12252,1790
97,150,178,518,532
999,4696,4812,7496,10206
65,2281,978,4244,7420
5094,5209,9698,9969,127
10879,1871,9870,10981,12429
460,592,1007,1202,1828
10653,5454,5951,7678,2817
6106,7077,6923,261,8108
7285,14282,13587,317,1920
5604,10641,7992,8900,10542
9174,10199,11663,1903,6784
6379,6922,8528,3896,7526
426,6784,13870,5063,1421
426,6784,13870,5063,1421
426,6784,13870,5063,1421
286,1469,1989,5113,7202
2383,14333,445,4175,10826
3082,13175,13498,2415,5308
8825,11669,11835,256,889
2394,13722,8624,5663,5918
2908,5084,12350,99,9709
88,1266,1794,4894,7526
7454,3419,12301,7526,4500
1348,8993,10488,1572,3277
4094,611,10067,10658,14148
1325,3640,4704,5614,9621
1325,3640,4704,5614,9621
4813,4930,6496,7625,8324
4813,4930,6496,7625,8324
65,399,14150,4705,12252
5113,317,1566,10628,14383
6922,8528,3896,7526,2024
11083,14224,12007,12489,13142
518,5618,6524,7286,9517
5799,2221,11089,11451,7437
1092,1794,4894,7526,9613
325,385,452,1020,1161
8172,14026,6030,8070,5243
8172,14026,6030,8070,5243
7604,588,870,3182,11399
7526,7814,8867,3588,14375
6922,8528,3896,7526,2024
6030,13442,2195,5913,7306
7526,1472,6063,758,544
761,2797,4430,4470,1110
761,2797,4430,4470,1110
49,138,272,355,920
1092,4894,7526,9613,88
7526,7814,1794,4894,88
2732,5896,13124,3381,3830
27,7526,11257,102,2447
10167,6960,126,11679,4950
6802,869,1104,7211,10041
162,4279,4739,9518,7526
1348,6784,11561,12227,3381
12790,11730,5283,13923,896
65,939,1764,4244,7752
1964,2572,7774,13026,12382
528,7526,5957,4626,3082
6580,8679,11908,14380,2340
6580,8679,11908,14380,2340
88,1266,1794,1978,2585
456,3861,4635,6792,9414
6015,6784,3381,11356,12265
2356,12690,13076,5814,6780
10863,1469,13912,1566,8101
6379,6922,8528,3896,7526
9153,12842,13207,2600,4497
4237,4374,7569,7878,8181
592,4605,460,6469,1828
1572,1502,8993,9912,6299
11908,4212,11036,5194,8020
11908,4212,11036,5194,8020
11908,4212,11036,5194,8020
6784,2548,3148,3830,5593
4929,11420,11446,12717,97
1230,3403,3795,8669,9686
3138,11690,13946,1434,1899
1230,3403,8669,9686,1571
2342,6260,8630,10223,12547
8513,11429,13443,3359,4174
1217,1240,2825,4138,8917
1217,1240,2825,4138,8917
1309,2024,4374,5692,7569
6084,7911,7526,3082,5957
88,1092,1266,1794,4894
528,7526,5957,4626,3082
10815,12320,6290,6051,1610
8967,10856,5610,7086,11228
5497,10046,10637,1105,1121
12673,12859,11377,3094,7086
88,4894,13667,2771,7526
1309,8181,506,4374,7878
49,138,1246,1839,1852
4894,7526,7814,9613,88
14107,6001,8986,1823,317
13456,9262,12400,3472,1839
1003,12106,1260,12534,3658
7960,9760,293,9425,11449
88,1092,1978,4894,9613
6084,7911,7526,3082,5957
2043,3927,10969,11348,8730
4317,3824,5788,6996,8757
4482,22,5655,11471,8953
1625,5692,7514,11415,1309
9912,6106,11170,12417,13870
4363,8175,12481,3068,9585
27,65,88,399,726
4660,5592,5598,7882,10233
49,138,1839,1852,2109
4522,5692,7569,8181,9155
2415,3082,4565,5308,8851
97,178,518,532,2046
528,7526,5957,4626,3082
49,5592,7336,9975,1852
91,978,7526,65,905
4482,8953,9324,11471,22
69,488,920,1246,1839
3548,5434,14533,11837,1872
3548,5434,14533,11837,1872
978,1266,4244,4696,4705
9933,13622,4436,10776,9414
528,7526,5957,4626,3082
5752,9060,6784,12407,8831
2834,3726,14485,2031,4828
1230,5084,8669,9493,9708
12790,5283,13736,12034,926
877,2038,3472,7882,9593
12717,997,1775,5618,5035
3082,4565,14024,13175,2415
3861,6792,1230,4635,9414
13531,5502,3824,4586,9984
399,739,939,978,1266
506,1625,4374,5692,8181
1794,4894,7526,1092,88
10976,7496,7420,5924,2281
10976,7496,7420,5924,2281
1092,9613,14375,13667,14492
6084,7911,7526,3082,5957
49,138,276,355,920
4676,5957,11218,4193,11809
610,761,4625,521,4116
877,1419,1977,2109,2459
6822,936,3827,8209,12402
10000,8927,1133,7625,2797
1230,9686,8669,11967,7526
1566,1920,4537,11374,13587
49,355,694,877,1246
97,532,2029,2046,2607
27,65,88,939,1764
5530,6789,2482,4824,6518
4992,9456,761,1871,12034
1010,11170,11416,469,3186
10776,4436,9933,1812,7931
5558,5569,3325,1012,1088
97,178,518,2029,2046
3082,5308,9088,13175,13498
3629,1775,2029,4305,6521
5434,11039,6268,8129,11837
7285,10863,11374,14107,14282
2415,3082,4565,5308,5524
456,2588,4637,8359,9150
171,506,2024,4374,4522
12417,9174,7266,1531,7868
12417,9174,7266,1531,7868
1230,8669,9686,7526,9708
469,10199,1903,5864,9038
426,2732,4722,5962,12962
88,1266,9613,10520,10532
3082,4565,9088,14024,2415
518,2029,4501,5618,6504
27,65,88,91,102
460,592,5775,6469,7603
3610,811,5610,5768,7086
6731,9686,1230,1571,3403
88,1092,1266,1794,4894
65,91,739,1159,1266
8600,9949,10266,14472,10057
460,592,2474,4605,4848
1230,3180,3795,9686,3403
88,2585,4894,7526,7814
6084,7911,7526,3082,5957
1230,1430,1571,3795,8669
4,399,739,905,1230
5857,9373,13556,4992,7269
518,2092,4929,5618,9517
1206,9686,14375,5242,6465
12106,6056,11147,8249,1088
6084,7911,7526,3082,5957
3277,8831,1348,6784,426
171,506,1625,2024,2985
3782,6469,592,460,7459
3082,13175,14024,13498,4565
12417,3192,3493,8255,9060
460,5165,6469,7603,592
1572,11348,6784,10123,3277
3871,5980,7773,7806,8411
13536,506,11896,528,1147
88,1092,4894,7496,9613
88,1794,4894,7526,7814
