1	0 8	9184 0.0 3617 0.01 4259 0.01 6516 0.01 410 0.02 
2	1 224	11364 0.05 2825 0.07 1062 0.08 13923 0.08 268 0.09 
3	4 3	3795 0.08 8686 0.09 12428 0.11 1120 0.15 1430 0.15 
4	4 189	2482 0.0 4824 0.0 5530 0.0 11194 0.0 13366 0.0 
5	7 47	864 0.0 1621 0.0 2736 0.01 3231 0.01 3666 0.01 
6	7 47	864 0.0 1621 0.0 2736 0.01 3231 0.01 3666 0.01 
7	7 47	864 0.0 1621 0.0 2736 0.01 3231 0.01 3666 0.01 
8	7 129	1206 0.0 1230 0.0 1430 0.0 3403 0.0 3795 0.0 
9	7 158	689 0.0 11426 0.0 12251 0.0 1025 0.01 1496 0.01 
10	8 56	5256 0.13 10666 0.13 6982 0.14 1301 0.15 8594 0.15 
11	9 2	4374 0.0 4522 0.0 5692 0.0 8181 0.0 8957 0.0 
12	9 136	3472 0.0 5592 0.0 5959 0.0 6176 0.0 7336 0.0 
13	10 92	750 0.0 1058 0.0 7401 0.0 8573 0.0 11104 0.0 
14	10 92	750 0.0 1058 0.0 7401 0.0 8573 0.0 11104 0.0 
15	10 92	750 0.0 1058 0.0 7401 0.0 8573 0.0 11104 0.0 
16	10 213	4903 0.0 7529 0.0 10036 0.0 10051 0.0 11683 0.0 
17	10 213	4903 0.0 7529 0.0 10036 0.0 10051 0.0 11683 0.0 
18	10 213	4903 0.0 7529 0.0 10036 0.0 10051 0.0 11683 0.0 
19	11 93	88 0.0 1092 0.0 1794 0.0 4894 0.0 7526 0.0 
20	13 47	10424 0.1175 3972 0.12 1124 0.13 11328 0.13 8888 0.14 
21	13 136	3472 0.02 5592 0.02 5534 0.04 5615 0.04 5805 0.04 
22	13 220	1230 0.01 9686 0.01 3795 0.04 12804 0.06 12601 0.1 
23	14 97	2415 0.0 3082 0.0 3680 0.0 4565 0.0 5308 0.0 
24	14 179	6739 0.04 11525 0.055 4861 0.06 8066 0.06 10897 0.07 
25	14 199	138 0.0 604 0.0 1852 0.0 2128 0.0 3001 0.0 
26	15 112	3455 0.01 10770 0.01 12534 0.01 1147 0.02 3658 0.02 
27	15 166	592 0.0 2474 0.0 5165 0.0 5775 0.0 6418 0.0 
28	16 57	2887 0.11 938 0.12 1366 0.12 3695 0.13 5502 0.13 
29	18 5	14305 0.06 375 0.07 1718 0.07 3948 0.08 6711 0.08 
30	18 47	12397 0.03 1502 0.04 2736 0.04 5819 0.04 8993 0.05 
31	18 103	7865 0.06 11577 0.07 9561 0.075 1496 0.08 14305 0.09 
32	18 136	2000 0.0 3352 0.0 3472 0.0 5592 0.0 9448 0.0 
33	19 183	8871 0.02 9596 0.02 7582 0.03 9631 0.03 1364 0.04 
34	19 183	8871 0.02 9596 0.02 7582 0.03 9631 0.03 1364 0.04 
35	20 47	6159 0.01 13659 0.01 13660 0.01 1773 0.02 3192 0.02 
36	20 136	276 0.0 355 0.0 920 0.0 1246 0.0 2000 0.0 
37	21 79	1898 0.0 4279 0.0 11204 0.32 4739 0.67 528 0.72 
38	23 158	7545 0.01 12251 0.01 954 0.02 1025 0.02 9624 0.02 
39	24 33	162 0.0 4279 0.0 13224 0.0 11204 0.24 4739 0.64 
40	26 36	5497 0.04 9940 0.05 3621 0.09 4603 0.09 1105 0.1 
41	26 128	1003 0.07 11280 0.08 14060 0.114 3286 0.12 9673 0.12 
42	26 184	9043 0.06 7100 0.07 5801 0.1 8940 0.1 9002 0.1 
43	27 3	3795 0.06 12428 0.07 8686 0.08 10190 0.1 1430 0.14 
44	27 101	1706 0.0 2551 0.0 2977 0.0 3225 0.0 3502 0.0 
45	27 173	5957 0.0 4676 0.11 11218 0.2 11805 0.25 4193 0.39 
46	28 28	88 0.0 1092 0.0 1794 0.0 4500 0.0 4894 0.0 
47	28 135	97 0.0 178 0.0 532 0.0 605 0.0 2046 0.0 
48	29 46	10296 0.0 1470 0.006666666666666666 12417 0.006666666666666666 1532 0.01 1773 0.01 
